"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Commute","MTB","With a few extras. Suggested MTB but if trail too wet, roadie it is.","1.5","","2022-03-24","","39667.30078125","","",""," *26/03/2022 Matthew Roberts: The rain is back so finding time/place to ride is hard.  Hit the M2 since it was getting dark before I could ride.  Felt good, experimented with a higher cadence.* *28/03/2022 Justin Morris: Nice to get outside albeit for a boring ride. This weather be testing your patience I am sure. Strengthening the mind and body getting these rides in. Impressive.*","1.55888891220093","7.06799983978271","","92","","134","179","","","0.713446536387236","88.88","14","10","29","19","15","6","1","","","","","","","","","","","","","","6","5"
"Commute","MTB","Same as yesterday","1.5","","2022-03-25","","25890.349609375","","",""," *26/03/2022 Matthew Roberts: Think I must have over-done it yesterday.  Stiff and sore and slow today.* *26/03/2022 Matthew Roberts: Oh, and my right knee was not happy. It’s a pain I get sometimes but not often. It’s been around since a snowboarding injury in my 20’s. I’ll see how it goes.*","1.45944440364838","4.92799997329712","","81","","117","154","","","0.621162632771165","62.97","33","18","25","11","1","0","0","","","","","","","","","","","","","","1","9"
"Climbing & Descending skills","Bike","You'll need your local climb today and we are going to head UP and DOWN it 3 times with increasing intensity. ON THE CLIMB: Focus on keeping that upper body nice and relaxed and stable. Imagine your spone and the seatpost of your bike are one vertical line.. Aim for symmetry between your upper body and your machine. Relax those shoulders, deep breaths this will set off a wave of composure down your body. Turn it into power when it gets to your legs. Shift your weight slightly back in the saddle and encourage a 'scooping' motion through the pedals. Remember you are getting power into those pedals when pushing down AND when pulling up. Look at that RPE number and remember you want to SUSTAIn that effort for the entire climb. Don't go too deep at the bottom of the 1st climb.. ON THE DESCENT: Descending is an element in cycling where the gains can be easily made but the consequences of getting it wrong are often dire. Getting your mind comfortable and confident with the experience is often the most difficult part. On shallow descents where the gradient is not too steep and not too many corners focus on continuing to turn the legs over even if it may seem there is no power going into the pedals. This sustains the blood pumping through the legs and helps distribute your balance. Braking is important for more technical descents with corners, on the first descent be apprehensive and get to know the feel of the braking as you come INTO the corner. Try to avoid breaking in the corner. Your goal is to hit the corner already at an appropriate speed and avoiding having to hit the brakes as you turn. Similar to driving a car/ motorbike. You'll notice most of the steering on a descent does not come from the handlebars it comes from the distribution of your weight. Get this right and it assures you balance no matter how steep the road or sharp the turn. When turning, be attentive to counter steering. Balance the bike at speed by placing slight pressure on the handlebar on the opposing side to the direction of the corner. ie. For a left hand turn lean the bike left and keep pressure through the right hand onto the bars. This helps balance the machine when it is being lent over. Same with the feet, for right hand turn your left fott should be slammed down to the bottom of the pedal stroke and vice versa. Focus your attention to all these things and after 3 repeats you'll be on your way to making them new cycling habits.","1.73333333333333","","2022-03-26","1st climb: Sub threshold 2nd climb: on threshold 3rd climb: Above threshold Then a 20min working session.","34691.7109375","","",""," *26/03/2022 Matthew Roberts: That was the toughest yet.  Rain just won't stop, another 30mm today at my joint means the trails will be out of action for a while longer and I had to do the session on the trainer.  At the end of the over-threshold effort I thought I was going to fall off the trainer - I'm amazed I finished the session.* *26/03/2022 Matthew Roberts: I don't like my chances of surviving tomorrow's session but I'll see how I pull up.* *26/03/2022 Matthew Roberts: Oh, and I meant to add - the pony club is a 6min climb, so for something like this I would have to hit the rifle range or one of the roadie climbs.  Tomac might be ok, but I tend to blow because the start is so steep.  Happy to hear suggestions.* *28/03/2022 Justin Morris: Cool mate, good to know. This trainer is making you tough AF! Good on you man!! Remember all these are harder on the trainer than outside so you've earned yourself some kudos!*","1.73722219467163","5.54699993133545","","86","","132","181","","","0.734902560532732","105.38","25","21","14","16","12","7","8","","","","","","","","","","","","","","10","5"
"Race simulation/ Speed smash.","Bike","With no race last weekend this is a good fill in.This may look confusing but there is method to the madness. On trainer is fine if wet, otherwise roadie on the old highway heading north would work well. After warm up we have some longer 6min efforts, then some 40sec sprints, then a solid 20min effort (mid race pace) before building up again to a fast finish.","1.6","","2022-03-27","The HR values are not gospel but ensure your effort is close to matching the percentages. This again will be HARD! Eat/Drink well after. A solid smash!","32018.830078125","","",""," *27/03/2022 Matthew Roberts: goodness knows how, but I got it done.  so many hours on the trainer is not something I would have signed up for but when the wahoo says pedal, I just do.  Felt surprisingly good given what I thought it would be like.  Not even as hard as yesterday really.* *28/03/2022 Justin Morris: Wow!! Nice work mate!*","1.60111105442047","5.55499982833862","","","","137","188","","","0.741092025697306","98.57","5","19","37","7","7","17","4","","","","","","","","","","","","","","","3"
"Reco","Day Off","","","","2022-03-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Strength Endurance- 1 hand","Bike","Could do this on Norman Ave in Normanhurst.. Steady gradient. HARD gear and low cadence, this is building up your strength endurance. So ability of the muscles to keep dumping out big power for extended periods of time. During those 6min efforts. Alternate hand on the bar and hand behind back. So 1 hand behind back and 1 hand on bar for 30s then swap hands for the whole 6min. This switches on the core aswell as the leg muscles.","1.03333333333333","","2022-03-29","The 6 min 8/10 sections I just want you seated in the drops pushing HARD gear as possible with cadence only 60rpm!","20862.91015625","","",""," *30/03/2022 Matthew Roberts: Ran out of gears. Went a bit over 60rpm in the last one and that got me closer to 8/10* *31/03/2022 Justin Morris: Thats cool mate, as long as you were focusing on keeping that 'trunk' (abdomen) stable. That is what will enable the oblique and rest of core to be switched on.*","1.04444444179535","5.54899978637695","","84","","129","171","","","0.673192938299968","52.49","6","18","21","4","11","2","0","","","","","","","","","","","","","","7","3"
"Easy ride/ commute","Bike","90min if outside, if on trainer just 60min spinning, freedom ride so no structure but you can go as hard/ easy as you like.","1.5","","2022-03-30","","19139.470703125","","","","","1.00444447994232","5.29300022125244","","89","","114","128","","","0.600847166648943","40.17","13","38","10","0","0","0","0","","","","","","","","","","","","","","","9"
"Reco","Day Off","","","","2022-03-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy ride/ commute","Bike","90min if outside, if on trainer just 60min spinning, freedom ride so no structure but you can go as hard/ easy as you like.","1.5","","2022-04-01","","22805.130859375","","","","","1.00999999046326","6.27199983596802","","94","","131","153","","","0.667953817994854","49.93","6","6","24","23","1","0","0","","","","","","","","","","","","","","",""
"Pre breakfast spin","Bike","This is hard also I know but a great idea if you do get the right amount of sleep (7hrs or more). If you can set the alarm early and just hop on the trainer even just for 15-20min.. Easy spinning.. Just enough to break sweat. This is an old school pro cycling technique used to lose weight. The idea is that as soon as you wake up if you exercise right away before brekkie you are burning away at the ,latent energy in your body, not the food you've just consumed.","0.333333333333333","","2022-04-02","If you make this a habit just once or twice a week you should notice the benefits. Adequate rest the night before is key though.","22022.880859375","","",""," *02/04/2022 Matthew Roberts: I’ll do an hour today and an hour tomorrow instead of trying to do 2hrs on the trainer. Want to bank some training as well in case I go down*","1.00638890266418","6.0789999961853","","87","","122","156","","","0.612734766260502","41.86","6","14","38","3","0","0","0","","","","","","","","","","","","","","1","1"
